scientificName,verbatimScientificName,acceptedNameUsage,taxonID,aphiaID,valid_authority,taxonRankID,taxonRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,species,majorgroup,acceptedNameUsageID
Bofuriella,Bofuriella,"Bofuriella Fosshagen, Boxshall & Iliffe, 2001",529,346155,"Fosshagen, Boxshall & Iliffe, 2001",180,Genus,345950,Animalia,Arthropoda,Copepoda,Calanoida,Epacteriscidae,Bofuriella,,Calanoid,urn:lsid:marinespecies.org:taxname:346155
Bofuriella paravorata,Bofuriella paravorata,"Bofuriella paravorata Fosshagen & Iliffe, 2007",530,346156,"Fosshagen & Iliffe, 2007",220,Species,346155,Animalia,Arthropoda,Copepoda,Calanoida,Epacteriscidae,Bofuriella,Bofuriella paravorata,Calanoid,urn:lsid:marinespecies.org:taxname:346156
Bofuriella spinosa,Bofuriella spinosa,"Bofuriella spinosa Fosshagen & Iliffe, 2007",531,346157,"Fosshagen & Iliffe, 2007",220,Species,346155,Animalia,Arthropoda,Copepoda,Calanoida,Epacteriscidae,Bofuriella,Bofuriella spinosa,Calanoid,urn:lsid:marinespecies.org:taxname:346157
Bofuriella vorata,Bofuriella vorata,"Bofuriella vorata Fosshagen, Boxshall & Iliffe, 2001",532,346158,"Fosshagen, Boxshall & Iliffe, 2001",220,Species,346155,Animalia,Arthropoda,Copepoda,Calanoida,Epacteriscidae,Bofuriella,Bofuriella vorata,Calanoid,urn:lsid:marinespecies.org:taxname:346158
Boholina,Boholina,"Boholina Fosshagen, in Fosshagen & Iliffe, 1989",533,346159,"Fosshagen, in Fosshagen & Iliffe, 1989",180,Genus,104098,Animalia,Arthropoda,Copepoda,Calanoida,Pseudocyclopidae,Boholina,,Calanoid,urn:lsid:marinespecies.org:taxname:346159
Boholina crassicephala,Boholina crassicephala,"Boholina crassicephala Fosshagen, in Fosshagen & Iliffe, 1989",534,346160,"Fosshagen, in Fosshagen & Iliffe, 1989",220,Species,346159,Animalia,Arthropoda,Copepoda,Calanoida,Pseudocyclopidae,Boholina,Boholina crassicephala,Calanoid,urn:lsid:marinespecies.org:taxname:346160
Boholina munaensis,Boholina munaensis,"Boholina munaensis Boxshall & Jaume, 2012",535,593288,"Boxshall & Jaume, 2012",220,Species,346159,Animalia,Arthropoda,Copepoda,Calanoida,Pseudocyclopidae,Boholina,Boholina munaensis,Calanoid,urn:lsid:marinespecies.org:taxname:593288
Boholina parapurgata,Boholina parapurgata,"Boholina parapurgata Boxshall & Jaume, 2012",536,593287,"Boxshall & Jaume, 2012",220,Species,346159,Animalia,Arthropoda,Copepoda,Calanoida,Pseudocyclopidae,Boholina,Boholina parapurgata,Calanoid,urn:lsid:marinespecies.org:taxname:593287
Boholina purgata,Boholina purgata,"Boholina purgata Fosshagen, in Fosshagen & Iliffe, 1989",537,346161,"Fosshagen, in Fosshagen & Iliffe, 1989",220,Species,346159,Animalia,Arthropoda,Copepoda,Calanoida,Pseudocyclopidae,Boholina,Boholina purgata,Calanoid,urn:lsid:marinespecies.org:taxname:346161
Bomburiella,Bomburiella,"Bomburiella Fosshagen, Boxshall & Iliffe, 2001",538,346162,"Fosshagen, Boxshall & Iliffe, 2001",180,Genus,345950,Animalia,Arthropoda,Copepoda,Calanoida,Epacteriscidae,Bomburiella,,Calanoid,urn:lsid:marinespecies.org:taxname:346162
Bomburiella gigas,Bomburiella gigas,"Bomburiella gigas Fosshagen, Boxshall & Iliffe, 2001",539,346163,"Fosshagen, Boxshall & Iliffe, 2001",220,Species,346162,Animalia,Arthropoda,Copepoda,Calanoida,Epacteriscidae,Bomburiella,Bomburiella gigas,Calanoid,urn:lsid:marinespecies.org:taxname:346163
Brachycalanus,Brachycalanus,"Brachycalanus Farran, 1905",540,104198,"Farran, 1905",180,Genus,104095,Animalia,Arthropoda,Copepoda,Calanoida,Phaennidae,Brachycalanus,,Calanoid,urn:lsid:marinespecies.org:taxname:104198
Brachycalanus antarcticus,Brachycalanus antarcticus,"Brachycalanus antarcticus Schulz, 2005",541,341262,"Schulz, 2005",220,Species,104198,Animalia,Arthropoda,Copepoda,Calanoida,Phaennidae,Brachycalanus,Brachycalanus antarcticus,Calanoid,urn:lsid:marinespecies.org:taxname:341262
Brachycalanus atlanticus,Brachycalanus atlanticus,"Brachycalanus atlanticus (Wolfenden, 1904)",542,104687,"(Wolfenden, 1904)",220,Species,104198,Animalia,Arthropoda,Copepoda,Calanoida,Phaennidae,Brachycalanus,Brachycalanus atlanticus,Calanoid,urn:lsid:marinespecies.org:taxname:104687
Brachycalanus bjornbergae,Brachycalanus bjornbergae,"Brachycalanus bjornbergae Campaner, 1978",543,346164,"Campaner, 1978",220,Species,104198,Animalia,Arthropoda,Copepoda,Calanoida,Phaennidae,Brachycalanus,Brachycalanus bjornbergae,Calanoid,urn:lsid:marinespecies.org:taxname:346164
Brachycalanus brodskyi,Brachycalanus brodskyi,"Brachycalanus brodskyi Ferrari F.D. & Markhaseva, 2000",544,346165,"Ferrari F.D. & Markhaseva, 2000",220,Species,104198,Animalia,Arthropoda,Copepoda,Calanoida,Phaennidae,Brachycalanus,Brachycalanus brodskyi,Calanoid,urn:lsid:marinespecies.org:taxname:346165
Brachycalanus flemingeri,Brachycalanus flemingeri,"Brachycalanus flemingeri Ferrari F.D. & Markhaseva, 2000",545,346166,"Ferrari F.D. & Markhaseva, 2000",220,Species,104198,Animalia,Arthropoda,Copepoda,Calanoida,Phaennidae,Brachycalanus,Brachycalanus flemingeri,Calanoid,urn:lsid:marinespecies.org:taxname:346166
Brachycalanus minutus,Brachycalanus minutus,"Brachycalanus minutus Grice, 1973",546,346167,"Grice, 1973",220,Species,104198,Animalia,Arthropoda,Copepoda,Calanoida,Phaennidae,Brachycalanus,Brachycalanus minutus,Calanoid,urn:lsid:marinespecies.org:taxname:346167
Brachycalanus ordinarius,Brachycalanus ordinarius,"Brachycalanus ordinarius (Grice, 1973)",547,346168,"(Grice, 1973)",220,Species,104198,Animalia,Arthropoda,Copepoda,Calanoida,Phaennidae,Brachycalanus,Brachycalanus ordinarius,Calanoid,urn:lsid:marinespecies.org:taxname:346168
Brachycalanus rothlisbergi,Brachycalanus rothlisbergi,"Brachycalanus rothlisbergi Othman & Greenwood, 1988",548,346169,"Othman & Greenwood, 1988",220,Species,104198,Animalia,Arthropoda,Copepoda,Calanoida,Phaennidae,Brachycalanus,Brachycalanus rothlisbergi,Calanoid,urn:lsid:marinespecies.org:taxname:346169
Bradfordiella,Bradfordiella,"Bradfordiella Andronov, 2007",549,346865,"Andronov, 2007",180,Genus,104103,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Bradfordiella,,Calanoid,urn:lsid:marinespecies.org:taxname:346865
Bradfordiella fowleri,Bradfordiella fowleri,"Bradfordiella fowleri (Farran, 1926)",550,362457,"(Farran, 1926)",220,Species,346865,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Bradfordiella,Bradfordiella fowleri,Calanoid,urn:lsid:marinespecies.org:taxname:362457
Bradfordiella kurchatovi,Bradfordiella kurchatovi,"Bradfordiella kurchatovi Andronov, 2007",551,362458,"Andronov, 2007",220,Species,346865,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Bradfordiella,Bradfordiella kurchatovi,Calanoid,urn:lsid:marinespecies.org:taxname:362458
Bradycalanus,Bradycalanus,"Bradycalanus Scott A., 1909",552,104186,"Scott A., 1909",180,Genus,104090,Animalia,Arthropoda,Copepoda,Calanoida,Megacalanidae,Bradycalanus,,Calanoid,urn:lsid:marinespecies.org:taxname:104186
Bradycalanus gigas,Bradycalanus gigas,"Bradycalanus gigas Sewell, 1947",553,221274,"Sewell, 1947",220,Species,104186,Animalia,Arthropoda,Copepoda,Calanoida,Megacalanidae,Bradycalanus,Bradycalanus gigas,Calanoid,urn:lsid:marinespecies.org:taxname:221274
Bradycalanus typicus,Bradycalanus pseudotypicus,"Bradycalanus typicus Scott A., 1909",554,221275,"Scott A., 1909",220,Species,104186,Animalia,Arthropoda,Copepoda,Calanoida,Megacalanidae,Bradycalanus,Bradycalanus typicus,Calanoid,urn:lsid:marinespecies.org:taxname:221275
Bradycalanus typicus,Megacalanus sarsi,"Bradycalanus typicus Scott A., 1909",554,221275,"Scott A., 1909",220,Species,104186,Animalia,Arthropoda,Copepoda,Calanoida,Megacalanidae,Bradycalanus,Bradycalanus typicus,Calanoid,urn:lsid:marinespecies.org:taxname:221275
Bradycalanus typicus,Megacalanus typicus,"Bradycalanus typicus Scott A., 1909",554,221275,"Scott A., 1909",220,Species,104186,Animalia,Arthropoda,Copepoda,Calanoida,Megacalanidae,Bradycalanus,Bradycalanus typicus,Calanoid,urn:lsid:marinespecies.org:taxname:221275
Bradyetes,Bradyetes,"Bradyetes Farran, 1905",555,104114,"Farran, 1905",180,Genus,104075,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyetes,,Calanoid,urn:lsid:marinespecies.org:taxname:104114
Bradyetes curvicornis,Bradyetes curvicornis,"Bradyetes curvicornis Markhaseva & Schulz, 2006",556,342428,"Markhaseva & Schulz, 2006",220,Species,104114,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyetes,Bradyetes curvicornis,Calanoid,urn:lsid:marinespecies.org:taxname:342428
Bradyetes florens,Bradyetes florens,"Bradyetes florens Grice & Hulsemann, 1967",557,221282,"Grice & Hulsemann, 1967",220,Species,104114,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyetes,Bradyetes florens,Calanoid,urn:lsid:marinespecies.org:taxname:221282
Bradyetes inermis,Bradyetes inermis,"Bradyetes inermis Farran, 1905",558,104279,"Farran, 1905",220,Species,104114,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyetes,Bradyetes inermis,Calanoid,urn:lsid:marinespecies.org:taxname:104279
Bradyetes matthei,Bradyetes matthei,"Bradyetes matthei Johannessen, 1976",559,104280,"Johannessen, 1976",220,Species,104114,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyetes,Bradyetes matthei,Calanoid,urn:lsid:marinespecies.org:taxname:104280
Bradyetes pacificus,Bradyetes pacificus,"Bradyetes pacificus Ohtsuka, Boxshall & Shimomura, 2005",560,346170,"Ohtsuka, Boxshall & Shimomura, 2005",220,Species,104114,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyetes,Bradyetes pacificus,Calanoid,urn:lsid:marinespecies.org:taxname:346170
Bradyetes weddellanus,Bradyetes weddellanus,"Bradyetes weddellanus Markhaseva & Schulz, 2006",561,342429,"Markhaseva & Schulz, 2006",220,Species,104114,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyetes,Bradyetes weddellanus,Calanoid,urn:lsid:marinespecies.org:taxname:342429
Bradyidius,Bradyidius,"Bradyidius Giesbrecht, 1897",562,104115,"Giesbrecht, 1897",180,Genus,104075,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,,Calanoid,urn:lsid:marinespecies.org:taxname:104115
Bradyidius angustus,Bradyidius angustus,"Bradyidius angustus (Tanaka, 1957)",563,346171,"(Tanaka, 1957)",220,Species,104115,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,Bradyidius angustus,Calanoid,urn:lsid:marinespecies.org:taxname:346171
Bradyidius armatus,Bradyidius armatus,"Bradyidius armatus (Vanhöffen, 1897)",564,146735,"(Vanhöffen, 1897)",220,Species,104115,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,Bradyidius armatus,Calanoid,urn:lsid:marinespecies.org:taxname:146735
Bradyidius arnoldi,Bradyidius arnoldi,"Bradyidius arnoldi Fleminger, 1957",565,346172,"Fleminger, 1957",220,Species,104115,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,Bradyidius arnoldi,Calanoid,urn:lsid:marinespecies.org:taxname:346172
Bradyidius capax,Bradyidius capax,"Bradyidius capax Bradford-Grieve, 2003",566,346173,"Bradford-Grieve, 2003",220,Species,104115,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,Bradyidius capax,Calanoid,urn:lsid:marinespecies.org:taxname:346173
Bradyidius curtus,Bradyidius curtus,"Bradyidius curtus Markhaseva, 1993",567,346174,"Markhaseva, 1993",220,Species,104115,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,Bradyidius curtus,Calanoid,urn:lsid:marinespecies.org:taxname:346174
Bradyidius hirsutus,Bradyidius hirsutus,"Bradyidius hirsutus Bradford, 1976",568,346175,"Bradford, 1976",220,Species,104115,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,Bradyidius hirsutus,Calanoid,urn:lsid:marinespecies.org:taxname:346175
Bradyidius luluae,Bradyidius luluae,"Bradyidius luluae Grice, 1973",569,104282,"Grice, 1973",220,Species,104115,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,Bradyidius luluae,Calanoid,urn:lsid:marinespecies.org:taxname:104282
Bradyidius pacificus,Bradyidius pacificus,"Bradyidius pacificus (Brodsky, 1950)",570,346176,"(Brodsky, 1950)",220,Species,104115,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,Bradyidius pacificus,Calanoid,urn:lsid:marinespecies.org:taxname:346176
Bradyidius pacificus,Undinopsis pacificus,"Bradyidius pacificus (Brodsky, 1950)",570,346176,"(Brodsky, 1950)",220,Species,104115,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,Bradyidius pacificus,Calanoid,urn:lsid:marinespecies.org:taxname:346176
Bradyidius plinioi,Bradyidius plinioi,"Bradyidius plinioi Campaner, 1978",571,346177,"Campaner, 1978",220,Species,104115,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,Bradyidius plinioi,Calanoid,urn:lsid:marinespecies.org:taxname:346177
Bradyidius rakuma,Bradyidius rakuma,"Bradyidius rakuma (Zvereva, 1977)",572,346178,"(Zvereva, 1977)",220,Species,104115,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,Bradyidius rakuma,Calanoid,urn:lsid:marinespecies.org:taxname:346178
Bradyidius saanichi,Bradyidius saanichi,"Bradyidius saanichi Park, 1966",573,346179,"Park, 1966",220,Species,104115,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,Bradyidius saanichi,Calanoid,urn:lsid:marinespecies.org:taxname:346179
Bradyidius similis,Bradyidius similis,"Bradyidius similis (Sars G.O., 1902)",574,104283,"(Sars G.O., 1902)",220,Species,104115,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,Bradyidius similis,Calanoid,urn:lsid:marinespecies.org:taxname:104283
Bradyidius spinifer,Bradyidius spinifer,"Bradyidius spinifer Bradford, 1969",575,346180,"Bradford, 1969",220,Species,104115,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,Bradyidius spinifer,Calanoid,urn:lsid:marinespecies.org:taxname:346180
Bradyidius styliformis,Bradyidius styliformis,"Bradyidius styliformis Othman & Greenwood, 1987",576,346181,"Othman & Greenwood, 1987",220,Species,104115,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,Bradyidius styliformis,Calanoid,urn:lsid:marinespecies.org:taxname:346181
Bradyidius subarmatus,Bradyidius subarmatus,"Bradyidius subarmatus Markhaseva, 1993",577,346182,"Markhaseva, 1993",220,Species,104115,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,Bradyidius subarmatus,Calanoid,urn:lsid:marinespecies.org:taxname:346182
Bradyidius tropicus,Bradyidius tropicus,"Bradyidius tropicus (Wolfenden, 1905)",578,346183,"(Wolfenden, 1905)",220,Species,104115,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,Bradyidius tropicus,Calanoid,urn:lsid:marinespecies.org:taxname:346183
Brattstromia,Brattstromia,"Brattstromia Fosshagen, in Fosshagen & Iliffe, 1991",579,346184,"Fosshagen, in Fosshagen & Iliffe, 1991",180,Genus,104098,Animalia,Arthropoda,Copepoda,Calanoida,Pseudocyclopidae,Brattstromia,,Calanoid,urn:lsid:marinespecies.org:taxname:346184
Brattstromia longicaudata,Brattstromia longicaudata,"Brattstromia longicaudata Fosshagen, in Fosshagen & Iliffe, 1991",580,346185,"Fosshagen, in Fosshagen & Iliffe, 1991",220,Species,346184,Animalia,Arthropoda,Copepoda,Calanoida,Pseudocyclopidae,Brattstromia,Brattstromia longicaudata,Calanoid,urn:lsid:marinespecies.org:taxname:346185
Brodskius,Brodskius,"Brodskius Markhaseva & Ferrari, 2005",581,342430,"Markhaseva & Ferrari, 2005",180,Genus,104103,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Brodskius,,Calanoid,urn:lsid:marinespecies.org:taxname:342430
Brodskius abyssalis,Brodskius abyssalis,"Brodskius abyssalis Markhaseva & Schulz, 2007",582,342431,"Markhaseva & Schulz, 2007",220,Species,342430,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Brodskius,Brodskius abyssalis,Calanoid,urn:lsid:marinespecies.org:taxname:342431
Brodskius arcticus,Brodskius arcticus,"Brodskius arcticus Andronov & Kosobokova, 2011",583,567897,"Andronov & Kosobokova, 2011",220,Species,342430,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Brodskius,Brodskius arcticus,Calanoid,urn:lsid:marinespecies.org:taxname:567897
Brodskius benthopelagicus,Brodskius benthopelagicus,"Brodskius benthopelagicus Markhaseva & Ferrari, 2005",584,346186,"Markhaseva & Ferrari, 2005",220,Species,342430,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Brodskius,Brodskius benthopelagicus,Calanoid,urn:lsid:marinespecies.org:taxname:346186
Brodskius confusus,Brodskius confusus,"Brodskius confusus Markhaseva & Ferrari, 2005",585,346187,"Markhaseva & Ferrari, 2005",220,Species,342430,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Brodskius,Brodskius confusus,Calanoid,urn:lsid:marinespecies.org:taxname:346187
Brodskius paululus,Brodskius paululus,"Brodskius paululus (Park, 1970)",586,346188,"(Park, 1970)",220,Species,342430,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Brodskius,Brodskius paululus,Calanoid,urn:lsid:marinespecies.org:taxname:346188
Brodskius robustipes,Brodskius robustipes,"Brodskius robustipes (Grice & Hulsemann, 1965)",587,346189,"(Grice & Hulsemann, 1965)",220,Species,342430,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Brodskius,Brodskius robustipes,Calanoid,urn:lsid:marinespecies.org:taxname:346189
Bunderia,Bunderia,"Bunderia Jaume & Humphreys, 2001",588,346191,"Jaume & Humphreys, 2001",180,Genus,345950,Animalia,Arthropoda,Copepoda,Calanoida,Epacteriscidae,Bunderia,,Calanoid,urn:lsid:marinespecies.org:taxname:346191
Bunderia misophaga,Bunderia misophaga,"Bunderia misophaga Jaume & Humphreys, 2001",589,346192,"Jaume & Humphreys, 2001",220,Species,346191,Animalia,Arthropoda,Copepoda,Calanoida,Epacteriscidae,Bunderia,Bunderia misophaga,Calanoid,urn:lsid:marinespecies.org:taxname:346192
Byrathis,Byrathis,"Byrathis Markhaseva & Ferrari, 2005",590,342432,"Markhaseva & Ferrari, 2005",180,Genus,104103,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Byrathis,,Calanoid,urn:lsid:marinespecies.org:taxname:342432
Byrathis arnei,Byrathis arnei,"Byrathis arnei Schulz, 2006",591,342433,"Schulz, 2006",220,Species,342432,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Byrathis,Byrathis arnei,Calanoid,urn:lsid:marinespecies.org:taxname:342433
Byrathis divae,Byrathis divae,"Byrathis divae Markhaseva & Renz, 2011",592,577253,"Markhaseva & Renz, 2011",220,Species,342432,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Byrathis,Byrathis divae,Calanoid,urn:lsid:marinespecies.org:taxname:577253
Byrathis laptevorum,Byrathis laptevorum,"Byrathis laptevorum (Markhaseva, 1998)",593,720271,"(Markhaseva, 1998)",220,Species,342432,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Byrathis,Byrathis laptevorum,Calanoid,urn:lsid:marinespecies.org:taxname:720271
Byrathis laurenae,Byrathis laurenae,"Byrathis laurenae Markhaseva & Ferrari, 2005",594,346193,"Markhaseva & Ferrari, 2005",220,Species,342432,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Byrathis,Byrathis laurenae,Calanoid,urn:lsid:marinespecies.org:taxname:346193
Byrathis macrocephalon,Byrathis macrocephalon,"Byrathis macrocephalon (Grice & Hulsemann, 1970)",595,346194,"(Grice & Hulsemann, 1970)",220,Species,342432,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Byrathis,Byrathis macrocephalon,Calanoid,urn:lsid:marinespecies.org:taxname:346194
Byrathis penicillatus,Byrathis penicillatus,"Byrathis penicillatus Markhaseva & Renz, 2011",596,577254,"Markhaseva & Renz, 2011",220,Species,342432,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Byrathis,Byrathis penicillatus,Calanoid,urn:lsid:marinespecies.org:taxname:577254
Byrathis volcani,Byrathis volcani,"Byrathis volcani Markhaseva & Ferrari, 2005",597,346195,"Markhaseva & Ferrari, 2005",220,Species,342432,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Byrathis,Byrathis volcani,Calanoid,urn:lsid:marinespecies.org:taxname:346195
Caiconectes,Caiconectes,"Caiconectes Fosshagen & Iliffe, 2007",598,346196,"Fosshagen & Iliffe, 2007",180,Genus,345950,Animalia,Arthropoda,Copepoda,Calanoida,Epacteriscidae,Caiconectes,,Calanoid,urn:lsid:marinespecies.org:taxname:346196
Caiconectes antiquus,Caiconectes antiquus,"Caiconectes antiquus Fosshagen & Iliffe, 2007",599,346197,"Fosshagen & Iliffe, 2007",220,Species,346196,Animalia,Arthropoda,Copepoda,Calanoida,Epacteriscidae,Caiconectes,Caiconectes antiquus,Calanoid,urn:lsid:marinespecies.org:taxname:346197
Calanidae,Calanidae,"Calanidae Dana, 1849",600,104079,"Dana, 1849",140,Family,1100,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,,,Calanoid,urn:lsid:marinespecies.org:taxname:104079
Calanoida,Calanoida,"Calanoida Sars G. O., 1903",601,1100,"Sars G. O., 1903",100,Order,155877,Animalia,Arthropoda,Copepoda,Calanoida,,,,Calanoid,urn:lsid:marinespecies.org:taxname:1100
Calanoides,Calanoides,"Calanoides Brady, 1883",602,104151,"Brady, 1883",180,Genus,104079,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanoides,,Calanoid,urn:lsid:marinespecies.org:taxname:104151
